k_index,q1,q2,q3,band,energy_eV
6,0.2727595800889115,0.6494943923225156,0.0,12,-4.711300762684374
6,0.2727595800889115,0.6494943923225156,0.0,13,-4.36650383196892
6,0.2727595800889115,0.6494943923225156,0.0,14,-4.325574985230929
6,0.2727595800889115,0.6494943923225156,0.0,15,-3.5260290677269825
6,0.2727595800889115,0.6494943923225156,0.0,16,-3.5121631208523483
6,0.2727595800889115,0.6494943923225156,0.0,17,-1.4945625641151827
6,0.2727595800889115,0.6494943923225156,0.0,18,-1.3571249003500534
6,0.2727595800889115,0.6494943923225156,0.0,19,0.48817779179416654
6,0.2727595800889115,0.6494943923225156,0.0,20,0.49714477982269045
6,0.2727595800889115,0.6494943923225156,0.0,21,1.5540534605882597
6,0.2727595800889115,0.6494943923225156,0.0,22,1.5802649459529463
6,0.2727595800889115,0.6494943923225156,0.0,23,1.9045501971470795
6,0.2727595800889115,0.6494943923225156,0.0,24,2.044577545839768
6,0.2727595800889115,0.6494943923225156,0.0,25,3.324815847628513
6,0.2727595800889115,0.6494943923225156,0.0,26,3.401388716250066
7,0.2727595800889115,0.6626089946005754,0.0,1,-13.317667158051133
7,0.2727595800889115,0.6626089946005754,0.0,2,-13.287879003938173
7,0.2727595800889115,0.6626089946005754,0.0,3,-13.195163228964486
7,0.2727595800889115,0.6626089946005754,0.0,4,-13.191855480300887
7,0.2727595800889115,0.6626089946005754,0.0,5,-6.599021866048836
7,0.2727595800889115,0.6626089946005754,0.0,6,-6.5915206782504105
7,0.2727595800889115,0.6626089946005754,0.0,7,-6.173510881054487
7,0.2727595800889115,0.6626089946005754,0.0,8,-6.146347724664381
7,0.2727595800889115,0.6626089946005754,0.0,9,-5.193509226745534
7,0.2727595800889115,0.6626089946005754,0.0,10,-5.175187662882519
7,0.2727595800889115,0.6626089946005754,0.0,11,-4.721925763648447
7,0.2727595800889115,0.6626089946005754,0.0,12,-4.707012789906929
7,0.2727595800889115,0.6626089946005754,0.0,13,-4.380318910715716
7,0.2727595800889115,0.6626089946005754,0.0,14,-4.340654180978912
7,0.2727595800889115,0.6626089946005754,0.0,15,-3.5051684317782303
7,0.2727595800889115,0.6626089946005754,0.0,16,-3.492908769042308
7,0.2727595800889115,0.6626089946005754,0.0,17,-1.5122050532082576
7,0.2727595800889115,0.6626089946005754,0.0,18,-1.3764213514561128
7,0.2727595800889115,0.6626089946005754,0.0,19,0.5042539143894744
7,0.2727595800889115,0.6626089946005754,0.0,20,0.5146293217120781
7,0.2727595800889115,0.6626089946005754,0.0,21,1.556801346130254
7,0.2727595800889115,0.6626089946005754,0.0,22,1.5816851489183543
7,0.2727595800889115,0.6626089946005754,0.0,23,1.8833480457901777
7,0.2727595800889115,0.6626089946005754,0.0,24,2.0219028587726724
7,0.2727595800889115,0.6626089946005754,0.0,25,3.3167267920499404
7,0.2727595800889115,0.6626089946005754,0.0,26,3.392321333420785
8,0.2727595800889115,0.6757235968786353,0.0,1,-13.330921449878101
8,0.2727595800889115,0.6757235968786353,0.0,2,-13.301571775098186
8,0.2727595800889115,0.6757235968786353,0.0,3,-13.202576122313591
8,0.2727595800889115,0.6757235968786353,0.0,4,-13.199294425319348
8,0.2727595800889115,0.6757235968786353,0.0,5,-6.577452831944226
8,0.2727595800889115,0.6757235968786353,0.0,6,-6.569795777244759
8,0.2727595800889115,0.6757235968786353,0.0,7,-6.2010689643470585
8,0.2727595800889115,0.6757235968786353,0.0,8,-6.176209694195491
8,0.2727595800889115,0.6757235968786353,0.0,9,-5.1452486714228005
8,0.2727595800889115,0.6757235968786353,0.0,10,-5.126166630887639
8,0.2727595800889115,0.6757235968786353,0.0,11,-4.714593289173941
8,0.2727595800889115,0.6757235968786353,0.0,12,-4.69795691676496
8,0.2727595800889115,0.6757235968786353,0.0,13,-4.401609915888808
8,0.2727595800889115,0.6757235968786353,0.0,14,-4.363673287404937
8,0.2727595800889115,0.6757235968786353,0.0,15,-3.4725319900815226
8,0.2727595800889115,0.6757235968786353,0.0,16,-3.462597619254981
8,0.2727595800889115,0.6757235968786353,0.0,17,-1.5402087377471365
