valley,delta_kx_inv_A,omega18_z_A2,E17_eV,E18_eV
K,0.09599999999999997,-4.851032097186318,-1.4773863690442395,-1.3370424331327264
K,0.09659999999999999,-4.835312535481947,-1.47811154030977,-1.3378464607769858
K,0.09719999999999998,-4.819592973777575,-1.4788367115753003,-1.3386504884212451
K,0.0978,-4.803873412073203,-1.479561882840831,-1.3394545160655045
K,0.09839999999999999,-4.788153850368832,-1.4802870541063615,-1.3402585437097638
K,0.09899999999999998,-4.772434288664461,-1.4810122253718923,-1.3410625713540232
K,0.0996,-4.756714726960087,-1.4817373966374228,-1.3418665989982825
K,0.10019999999999998,-4.7409951652557165,-1.482462567902953,-1.3426706266425419
K,0.10079999999999997,-4.725275603551346,-1.4831877391684838,-1.3434746542868012
K,0.10139999999999999,-4.709556041846973,-1.4839129104340143,-1.3442786819310606
K,0.10199999999999998,-4.693836480142602,-1.4846380816995448,-1.34508270957532
K,0.1026,-4.6781169184382305,-1.4853632529650755,-1.3458867372195793
K,0.10319999999999999,-4.662397356733859,-1.4860884242306058,-1.3466907648638387
K,0.10379999999999998,-4.646677795029488,-1.4868135954961366,-1.347494792508098
K,0.10439999999999999,-4.630958233325115,-1.4875387667616669,-1.3482988201523574
K,0.10499999999999998,-4.6152386716207445,-1.4882639380271976,-1.3491028477966167
K,0.10559999999999997,-4.599519109916372,-1.488989109292728,-1.349906875440876
K,0.10619999999999999,-4.583799548212,-1.4897142805582586,-1.3507109030851354
K,0.10679999999999998,-4.5680799865076285,-1.4904394518237893,-1.3515149307293948
K,0.1074,-4.552360424803258,-1.4911646230893196,-1.3523189583736541
K,0.10799999999999998,-4.536640863098885,-1.4918897943548504,-1.3531229860179135
K,0.10859999999999997,-4.520921301394514,-1.4926149656203809,-1.3539270136621728
K,0.10919999999999999,-4.5052017396901425,-1.4933401368859114,-1.3547310413064322
K,0.10979999999999998,-4.489482177985772,-1.494065308151442,-1.3555350689506915
K,0.1104,-4.473762616281399,-1.4947904794169724,-1.3563390965949509
K,0.11099999999999999,-4.458043054577028,-1.495515650682503,-1.3571431242392102
K,0.11159999999999998,-4.4423234928726565,-1.4962408219480337,-1.3579471518834696
K,0.1122,-4.426603931168284,-1.4969659932135642,-1.358751179527729
K,0.11279999999999998,-4.410884369463913,-1.4976911644790945,-1.3595552071719883
K,0.11339999999999997,-4.395164807759541,-1.4984163357446252,-1.3603592348162477
K,0.11399999999999999,-4.37944524605517,-1.4991415070101557,-1.361163262460507
K,0.11459999999999998,-4.363725684350799,-1.4998666782756864,-1.3619672901047664
K,0.1152,-4.348006122646426,-1.500591849541217,-1.3627713177490257
K,0.11579999999999999,-4.332286560942055,-1.5013170208067472,-1.363575345393285
K,0.11639999999999998,-4.316566999237684,-1.502042192072278,-1.3643793730375444
K,0.11699999999999999,-4.300847437533312,-1.5027673633378085,-1.3651834006818038
K,0.11759999999999998,-4.285127875828939,-1.503492534603339,-1.3659874283260631
K,0.11819999999999997,-4.2694083141245684,-1.5042177058688697,-1.3667914559703225
K,0.11879999999999999,-4.253688752420197,-1.5049428771344,-1.3675954836145818
K,0.11939999999999998,-4.237969190715825,-1.5056680483999307,-1.3683995112588412
K,0.12,-4.222249629011453,-1.5063932196654612,-1.3692035389031005
Kprime,-0.12,4.2222428050741145,-1.5063932157507074,-1.3692035426460523
Kprime,-0.11939999999999999,4.237962061398226,-1.505668044481677,-1.3683995150059214
Kprime,-0.11879999999999999,4.253681317722336,-1.5049428732126464,-1.3675954873657905
Kprime,-0.1182,4.269400574046448,-1.5042177019436158,-1.3667914597256599
Kprime,-0.1176,4.285119830370559,-1.5034925306745854,-1.3659874320855288
Kprime,-0.11699999999999999,4.30083908669467,-1.5027673594055548,-1.3651834044453979
Kprime,-0.11639999999999999,4.316558343018781,-1.5020421881365245,-1.3643793768052672
Kprime,-0.1158,4.332277599342891,-1.501317016867494,-1.3635753491651361
Kprime,-0.1152,4.347996855667003,-1.5005918455984637,-1.3627713215250057
Kprime,-0.1146,4.363716111991113,-1.499866674329433,-1.3619672938848746
Kprime,-0.11399999999999999,4.3794353683152245,-1.4991415030604025,-1.3611632662447437
Kprime,-0.1134,4.395154624639336,-1.4984163317913721,-1.3603592386046128
Kprime,-0.1128,4.410873880963447,-1.4976911605223415,-1.3595552109644817
Kprime,-0.1122,4.426593137287558,-1.4969659892533111,-1.3587511833243513
Kprime,-0.11159999999999999,4.442312393611669,-1.4962408179842805,-1.3579471556842202
Kprime,-0.111,4.45803164993578,-1.4955156467152502,-1.3571431280440895
Kprime,-0.1104,4.473750906259891,-1.4947904754462196,-1.3563391004039587
Kprime,-0.1098,4.489470162584001,-1.494065304177189,-1.3555350727638276
Kprime,-0.10919999999999999,4.505189418908113,-1.4933401329081588,-1.354731045123697
Kprime,-0.1086,4.520908675232223,-1.4926149616391282,-1.3539270174835658
Kprime,-0.108,4.536627931556335,-1.4918897903700978,-1.3531229898434352
Kprime,-0.1074,4.552347187880446,-1.4911646191010672,-1.3523189622033043
Kprime,-0.10679999999999999,4.5680664442045575,-1.4904394478320366,-1.3515149345631734
Kprime,-0.1062,4.583785700528668,-1.4897142765630065,-1.3507109069230427
Kprime,-0.1056,4.599504956852779,-1.4889891052939759,-1.3499068792829116
Kprime,-0.105,4.61522421317689,-1.4882639340249453,-1.349102851642781
Kprime,-0.10439999999999999,4.630943469501001,-1.4875387627559147,-1.3482988240026499
Kprime,-0.1038,4.646662725825111,-1.4868135914868843,-1.3474947963625192
Kprime,-0.1032,4.662381982149223,-1.486088420217854,-1.3466907687223881
Kprime,-0.1026,4.678101238473334,-1.4853632489488233,-1.3458867410822575
Kprime,-0.102,4.6938204947974445,-1.4846380776797927,-1.3450827134421266
Kprime,-0.10139999999999999,4.709539751121556,-1.4839129064107623,-1.3442786858019957
Kprime,-0.1008,4.725259007445667,-1.483187735141732,-1.3434746581618648
Kprime,-0.1002,4.740978263769778,-1.4824625638727014,-1.342670630521734
Kprime,-0.0996,4.756697520093889,-1.4817373926036708,-1.3418666028816033
Kprime,-0.099,4.772416776418,-1.4810122213346406,-1.3410625752414722
Kprime,-0.0984,4.788136032742111,-1.48028705006561,-1.3402585476013416
Kprime,-0.0978,4.803855289066222,-1.4795618787965794,-1.3394545199612107
Kprime,-0.0972,4.819574545390333,-1.478836707527549,-1.3386504923210798
Kprime,-0.09659999999999999,4.835293801714444,-1.4781115362585187,-1.3378464646809487
Kprime,-0.096,4.851013058038555,-1.477386364989488,-1.337042437040818
Kprime,-0.0954,4.866732314362666,-1.4766611937204575,-1.3362384094006872
Kprime,-0.0948,4.882451570686777,-1.475936022451427,-1.3354343817605563
Kprime,-0.0942,4.898170827010889,-1.4752108511823965,-1.3346303541204256
Kprime,-0.0936,4.913890083334999,-1.474485679913366,-1.3338263264802945
Kprime,-0.093,4.92960933965911,-1.4737605086443355,-1.3330222988401639
Kprime,-0.0924,4.945328595983222,-1.4730353373753051,-1.332218271200033
Kprime,-0.09179999999999999,4.961047852307332,-1.4723101661062747,-1.331414243559902
Kprime,-0.0912,4.976767108631443,-1.4715849948372441,-1.3306102159197712
Kprime,-0.0906,4.992486364955554,-1.4708598235682135,-1.3298061882796404
Kprime,-0.09,5.008205621279665,-1.4701346522991832,-1.3290021606395095
Kprime,-0.0894,5.022561875474094,-1.4696003349278148,-1.3284040899705638
Kprime,-0.08879999999999999,5.036918129668523,-1.4690660175564463,-1.3278060193016181
Kprime,-0.0882,5.051274383862952,-1.468531700185078,-1.3272079486326724
Kprime,-0.0876,5.065630638057382,-1.4679973828137094,-1.3266098779637268
Kprime,-0.087,5.07998689225181,-1.467463065442341,-1.326011807294781
Kprime,-0.0864,5.0943431464462385,-1.4669287480709727,-1.3254137366258356
Kprime,-0.0858,5.108699400640668,-1.4663944306996042,-1.32481566595689
Kprime,-0.0852,5.123055654835097,-1.4658601133282358,-1.324217595287944
Kprime,-0.08460000000000001,5.1374119090295265,-1.4653257959568673,-1.3236195246189983
Kprime,-0.08399999999999999,5.151768163223956,-1.464791478585499,-1.3230214539500527
Kprime,-0.0834,5.166124417418384,-1.4642571612141306,-1.322423383281107
Kprime,-0.0828,5.180480671612814,-1.463722843842762,-1.3218253126121613
Kprime,-0.0822,5.194836925807243,-1.4631885264713937,-1.3212272419432156
Kprime,-0.0816,5.209193180001671,-1.4626542091000252,-1.32062917127427
Kprime,-0.08099999999999999,5.223549434196101,-1.4621198917286569,-1.3200311006053242
Kprime,-0.0804,5.23790568839053,-1.4615855743572883,-1.3194330299363786
Kprime,-0.0798,5.252261942584958,-1.46105125698592,-1.3188349592674329
Kprime,-0.07919999999999999,5.266618196779388,-1.4605169396145516,-1.3182368885984872
Kprime,-0.0786,5.280974450973817,-1.459982622243183,-1.3176388179295415
Kprime,-0.078,5.2953307051682454,-1.4594483048718145,-1.317040747260596
Kprime,-0.0774,5.309686959362675,-1.4589139875004462,-1.3164426765916502
Kprime,-0.07680000000000001,5.324043213557104,-1.4583796701290779,-1.3158446059227047
Kprime,-0.07619999999999999,5.3383994677515325,-1.4578453527577095,-1.3152465352537588
Kprime,-0.0756,5.352755721945961,-1.4573110353863408,-1.3146484645848133
Kprime,-0.075,5.367111976140391,-1.4567767180149724,-1.3140503939158674
Kprime,-0.0744,5.38146823033482,-1.456242400643604,-1.313452323246922
Kprime,-0.0738,5.395824484529249,-1.4557080832722358,-1.312854252577976
Kprime,-0.0732,5.410180738723678,-1.4551737659008674,-1.3122561819090306
Kprime,-0.0726,5.424536992918107,-1.4546394485294987,-1.311658111240085
Kprime,-0.07200000000000001,5.438893247112535,-1.4541051311581303,-1.3110600405711392
Kprime,-0.07139999999999999,5.453249501306965,-1.453570813786762,-1.3104619699021933
Kprime,-0.0708,5.467605755501394,-1.4530364964153937,-1.3098638992332479
Kprime,-0.0702,5.481962009695822,-1.4525021790440251,-1.3092658285643022
Kprime,-0.0696,5.496318263890252,-1.4519678616726566,-1.3086677578953565
Kprime,-0.069,5.510674518084681,-1.4514335443012882,-1.3080696872264108
Kprime,-0.0684,5.525030772279109,-1.45089922692992,-1.3074716165574651
Kprime,-0.0678,5.5393870264735385,-1.4503649095585514,-1.3068735458885192
Kprime,-0.06720000000000001,5.553743280667968,-1.449830592187183,-1.3062754752195738
Kprime,-0.06659999999999999,5.568099534862398,-1.4492962748158145,-1.305677404550628
Kprime,-0.066,5.582455789056826,-1.4487619574444461,-1.3050793338816824
Kprime,-0.0654,5.596812043251255,-1.4482276400730778,-1.3044812632127367
Kprime,-0.0648,5.611168297445683,-1.4476933227017093,-1.303883192543791
Kprime,-0.06420000000000001,5.625524551640113,-1.447159005330341,-1.3032851218748454
Kprime,-0.0636,5.639880805834542,-1.4466246879589724,-1.3026870512058997
Kprime,-0.063,5.654237060028971,-1.446090370587604,-1.3020889805369538
Kprime,-0.0624,5.6685933142234,-1.4455560532162357,-1.3014909098680083
Kprime,-0.0618,5.682949568417829,-1.4450217358448674,-1.3008928391990626
Kprime,-0.0612,5.6973058226122575,-1.4444874184734986,-1.300294768530117
Kprime,-0.0606,5.711662076806688,-1.4439531011021303,-1.2996966978611713
Kprime,-0.06,5.726018331001116,-1.443418783730762,-1.2990986271922256
Kprime,-0.0594,5.736160170375418,-1.4430958016256057,-1.298734180079939
Kprime,-0.0588,5.7463020097497175,-1.4427728195204494,-1.298369732967653
Kprime,-0.0582,5.756443849124019,-1.4424498374152934,-1.2980052858553663
Kprime,-0.0576,5.766585688498319,-1.4421268553101372,-1.2976408387430798
Kprime,-0.056999999999999995,5.7767275278726204,-1.441803873204981,-1.2972763916307934
Kprime,-0.056400000000000006,5.786869367246921,-1.4414808910998247,-1.296911944518507
Kprime,-0.0558,5.797011206621222,-1.4411579089946684,-1.2965474974062208
Kprime,-0.0552,5.807153045995523,-1.4408349268895122,-1.2961830502939342
Kprime,-0.054599999999999996,5.817294885369824,-1.440511944784356,-1.2958186031816479
Kprime,-0.054000000000000006,5.827436724744125,-1.4401889626791997,-1.2954541560693615
Kprime,-0.0534,5.837578564118426,-1.4398659805740435,-1.295089708957075
Kprime,-0.0528,5.847720403492726,-1.4395429984688872,-1.2947252618447886
Kprime,-0.052199999999999996,5.857862242867028,-1.4392200163637312,-1.294360814732502
Kprime,-0.05160000000000001,5.868004082241328,-1.438897034258575,-1.2939963676202157
Kprime,-0.051000000000000004,5.878145921615629,-1.4385740521534187,-1.2936319205079294
Kprime,-0.0504,5.888287760989931,-1.4382510700482625,-1.2932674733956429
Kprime,-0.0498,5.898429600364231,-1.4379280879431062,-1.2929030262833565
Kprime,-0.04920000000000001,5.908571439738532,-1.43760510583795,-1.2925385791710702
Kprime,-0.048600000000000004,5.918713279112833,-1.437282123732794,-1.2921741320587836
Kprime,-0.048,5.928855118487133,-1.4369591416276375,-1.2918096849464973
Kprime,-0.0474,5.938996957861434,-1.4366361595224815,-1.291445237834211
Kprime,-0.04680000000000001,5.949138797235735,-1.4363131774173252,-1.2910807907219244
Kprime,-0.046200000000000005,5.959280636610037,-1.435990195312169,-1.290716343609638
Kprime,-0.0456,5.969422475984338,-1.4356672132070127,-1.2903518964973515
Kprime,-0.045,5.979564315358639,-1.4353442311018565,-1.2899874493850652
Kprime,-0.04440000000000001,5.989706154732939,-1.4350212489967002,-1.2896230022727788
Kprime,-0.043800000000000006,5.99984799410724,-1.434698266891544,-1.2892585551604923
Kprime,-0.0432,6.009989833481541,-1.4343752847863878,-1.288894108048206
Kprime,-0.0426,6.020131672855841,-1.4340523026812315,-1.2885296609359194
Kprime,-0.041999999999999996,6.030273512230142,-1.4337293205760755,-1.288165213823633
Kprime,-0.041400000000000006,6.040415351604443,-1.433406338470919,-1.2878007667113467
Kprime,-0.0408,6.050557190978744,-1.433083356365763,-1.2874363195990604
Kprime,-0.0402,6.060699030353045,-1.4327603742606068,-1.2870718724867738
Kprime,-0.039599999999999996,6.070840869727347,-1.4324373921554505,-1.2867074253744875
Kprime,-0.03900000000000001,6.080982709101647,-1.4321144100502945,-1.286342978262201
Kprime,-0.038400000000000004,6.091124548475948,-1.431791427945138,-1.2859785311499146
Kprime,-0.0378,6.101266387850249,-1.4314684458399818,-1.2856140840376282
Kprime,-0.0372,6.11140822722455,-1.4311454637348258,-1.2852496369253417
Kprime,-0.03660000000000001,6.12155006659885,-1.4308224816296695,-1.2848851898130553
Kprime,-0.036000000000000004,6.131691905973152,-1.4304994995245133,-1.284520742700769
Kprime,-0.0354,6.141833745347451,-1.430176517419357,-1.2841562955884824
Kprime,-0.0348,6.151975584721753,-1.4298535353142008,-1.283791848476196
Kprime,-0.03420000000000001,6.162117424096055,-1.4295305532090448,-1.2834274013639098
Kprime,-0.033600000000000005,6.172259263470354,-1.4292075711038885,-1.2830629542516232
Kprime,-0.033,6.182401102844656,-1.428884588998732,-1.2826985071393366
Kprime,-0.0324,6.1925429422189575,-1.4285616068935758,-1.2823340600270505
Kprime,-0.03180000000000001,6.202684781593257,-1.4282386247884196,-1.281969612914764
Kprime,-0.031200000000000006,6.212826620967559,-1.4279156426832635,-1.2816051658024774
Kprime,-0.030600000000000002,6.222968460341859,-1.4275926605781073,-1.2812407186901913
Kprime,-0.03,6.23311029971616,-1.427269678472951,-1.2808762715779047
Kprime,-0.02940000000000001,6.2367448225943924,-1.4271639568386958,-1.2807562238608816
Kprime,-0.028800000000000006,6.2403793454726255,-1.4270582352044405,-1.2806361761438585
Kprime,-0.028200000000000003,6.244013868350859,-1.426952513570185,-1.2805161284268354
Kprime,-0.0276,6.247648391229092,-1.4268467919359298,-1.2803960807098123
Kprime,-0.02700000000000001,6.251282914107324,-1.4267410703016745,-1.280276032992789
Kprime,-0.026400000000000007,6.254917436985556,-1.426635348667419,-1.280155985275766
Kprime,-0.025800000000000003,6.258551959863789,-1.4265296270331638,-1.2800359375587427
Kprime,-0.0252,6.262186482742022,-1.4264239053989087,-1.2799158898417193
Kprime,-0.02460000000000001,6.265821005620254,-1.4263181837646535,-1.2797958421246962
Kprime,-0.024000000000000007,6.269455528498487,-1.426212462130398,-1.279675794407673
Kprime,-0.023400000000000004,6.27309005137672,-1.4261067404961427,-1.27955574669065
Kprime,-0.0228,6.276724574254953,-1.4260010188618875,-1.2794356989736269
Kprime,-0.022199999999999998,6.280359097133186,-1.425895297227632,-1.2793156512566037
Kprime,-0.021600000000000008,6.283993620011418,-1.4257895755933767,-1.2791956035395806
Kprime,-0.021000000000000005,6.287628142889651,-1.4256838539591214,-1.2790755558225575
Kprime,-0.0204,6.291262665767883,-1.425578132324866,-1.2789555081055342
Kprime,-0.019799999999999998,6.294897188646116,-1.425472410690611,-1.278835460388511
Kprime,-0.01920000000000001,6.298531711524349,-1.4253666890563554,-1.278715412671488
Kprime,-0.018600000000000005,6.3021662344025815,-1.4252609674221002,-1.2785953649544648
Kprime,-0.018000000000000002,6.305800757280814,-1.425155245787845,-1.2784753172374415
Kprime,-0.0174,6.309435280159047,-1.4250495241535894,-1.2783552695204186
Kprime,-0.01680000000000001,6.31306980303728,-1.4249438025193344,-1.2782352218033952
Kprime,-0.016200000000000006,6.316704325915512,-1.424838080885079,-1.278115174086372
Kprime,-0.015600000000000003,6.320338848793745,-1.4247323592508239,-1.277995126369349
Kprime,-0.015,6.323973371671977,-1.4246266376165684,-1.2778750786523259
Kprime,-0.01440000000000001,6.32760789455021,-1.4245209159823131,-1.2777550309353027
Kprime,-0.013800000000000007,6.331242417428443,-1.4244151943480579,-1.2776349832182796
Kprime,-0.013200000000000003,6.334876940306676,-1.4243094727138024,-1.2775149355012565
Kprime,-0.0126,6.338511463184909,-1.4242037510795473,-1.2773948877842332
Kprime,-0.01200000000000001,6.342145986063141,-1.4240980294452918,-1.2772748400672103
Kprime,-0.011400000000000007,6.345780508941374,-1.4239923078110366,-1.277154792350187
Kprime,-0.010800000000000004,6.349415031819606,-1.4238865861767813,-1.2770347446331638
Kprime,-0.0102,6.35304955469784,-1.4237808645425258,-1.2769146969161407
Kprime,-0.009600000000000011,6.356684077576072,-1.4236751429082706,-1.2767946491991173
Kprime,-0.009000000000000008,6.360318600454304,-1.4235694212740153,-1.2766746014820944
Kprime,-0.008400000000000005,6.3639531233325375,-1.42346369963976,-1.276554553765071
Kprime,-0.007800000000000001,6.36758764621077,-1.4233579780055048,-1.276434506048048
Kprime,-0.007200000000000012,6.371222169089004,-1.4232522563712493,-1.2763144583310249
Kprime,-0.006600000000000009,6.374856691967236,-1.423146534736994,-1.2761944106140017
Kprime,-0.006000000000000005,6.378491214845468,-1.4230408131027388,-1.2760743628969786
Kprime,-0.005400000000000002,6.382125737723701,-1.4229350914684835,-1.2759543151799553
Kprime,-0.004799999999999999,6.385760260601933,-1.422829369834228,-1.2758342674629324
Kprime,-0.004200000000000009,6.389394783480166,-1.4227236481999728,-1.275714219745909
Kprime,-0.003600000000000006,6.393029306358399,-1.4226179265657177,-1.275594172028886
Kprime,-0.0030000000000000027,6.396663829236632,-1.4225122049314622,-1.2754741243118628
Kprime,-0.0023999999999999994,6.400298352114865,-1.422406483297207,-1.2753540765948395
Kprime,-0.00180000000000001,6.403932874993097,-1.4223007616629517,-1.2752340288778166
Kprime,-0.0012000000000000066,6.40756739787133,-1.4221950400286965,-1.2751139811607934
Kprime,-0.0006000000000000033,6.411201920749563,-1.422089318394441,-1.27499393344377
Kprime,0.0,6.414836443627795,-1.4219835967601857,-1.274873885726747
Kprime,0.0005999999999999894,6.411327565193062,-1.4220832125444898,-1.274987410138871
Kprime,0.0011999999999999927,6.407818686758329,-1.422182828328794,-1.2751009345509952
Kprime,0.001799999999999996,6.404309808323596,-1.4222824441130981,-1.2752144589631191
Kprime,0.0023999999999999994,6.400800929888862,-1.4223820598974022,-1.2753279833752433
Kprime,0.002999999999999989,6.397292051454129,-1.4224816756817062,-1.2754415077873675
Kprime,0.003599999999999992,6.393783173019397,-1.4225812914660105,-1.2755550321994915
Kprime,0.004199999999999995,6.390274294584664,-1.4226809072503146,-1.2756685566116155
Kprime,0.004799999999999999,6.38676541614993,-1.4227805230346187,-1.2757820810237397
Kprime,0.005399999999999988,6.383256537715197,-1.4228801388189227,-1.2758956054358637
Kprime,0.006000000000000005,6.379747659280464,-1.422979754603227,-1.2760091298479876
Kprime,0.006599999999999995,6.376238780845731,-1.423079370387531,-1.2761226542601118
Kprime,0.007199999999999984,6.372729902410998,-1.4231789861718351,-1.2762361786722358
Kprime,0.007800000000000001,6.369221023976264,-1.4232786019561394,-1.2763497030843598
Kprime,0.00839999999999999,6.365712145541531,-1.4233782177404435,-1.276463227496484
Kprime,0.00899999999999998,6.362203267106798,-1.4234778335247475,-1.2765767519086082
Kprime,0.009599999999999997,6.358694388672066,-1.4235774493090516,-1.2766902763207322
Kprime,0.010199999999999987,6.355185510237332,-1.4236770650933557,-1.2768038007328562
Kprime,0.010800000000000004,6.351676631802599,-1.42377668087766,-1.2769173251449804
Kprime,0.011399999999999993,6.348167753367866,-1.4238762966619642,-1.2770308495571043
Kprime,0.011999999999999983,6.344658874933133,-1.4239759124462683,-1.2771443739692285
Kprime,0.0126,6.3411499964984,-1.4240755282305724,-1.2772578983813525
Kprime,0.01319999999999999,6.337641118063667,-1.4241751440148764,-1.2773714227934767
Kprime,0.013799999999999979,6.334132239628934,-1.4242747597991805,-1.2774849472056007
Kprime,0.014399999999999996,6.330623361194201,-1.4243743755834846,-1.2775984716177247
Kprime,0.014999999999999986,6.327114482759468,-1.4244739913677888,-1.2777119960298489
Kprime,0.015600000000000003,6.323605604324734,-1.4245736071520931,-1.277825520441973
Kprime,0.016199999999999992,6.320096725890001,-1.4246732229363972,-1.2779390448540968
Kprime,0.01679999999999998,6.316587847455268,-1.4247728387207013,-1.278052569266221
Kprime,0.0174,6.313078969020535,-1.4248724545050053,-1.2781660936783452
Kprime,0.017999999999999988,6.309570090585802,-1.4249720702893094,-1.2782796180904692
Kprime,0.018600000000000005,6.306061212151069,-1.4250716860736135,-1.2783931425025932
Kprime,0.019199999999999995,6.302552333716335,-1.4251713018579177,-1.2785066669147174
Kprime,0.019799999999999984,6.299043455281602,-1.4252709176422218,-1.2786201913268416
Kprime,0.0204,6.295534576846869,-1.425370533426526,-1.2787337157389655
Kprime,0.02099999999999999,6.292025698412136,-1.4254701492108302,-1.2788472401510895
Kprime,0.02159999999999998,6.288516819977404,-1.4255697649951342,-1.2789607645632137
Kprime,0.022199999999999998,6.28500794154267,-1.4256693807794383,-1.2790742889753377
Kprime,0.022799999999999987,6.281499063107937,-1.4257689965637423,-1.279187813387462
Kprime,0.023400000000000004,6.277990184673204,-1.4258686123480466,-1.2793013377995859
Kprime,0.023999999999999994,6.274481306238471,-1.4259682281323507,-1.27941486221171
Kprime,0.024599999999999983,6.270972427803738,-1.4260678439166548,-1.279528386623834
Kprime,0.0252,6.267463549369005,-1.426167459700959,-1.279641911035958
Kprime,0.02579999999999999,6.263954670934272,-1.426267075485263,-1.2797554354480822
Kprime,0.02639999999999998,6.260445792499539,-1.4263666912695672,-1.2798689598602062
Kprime,0.026999999999999996,6.256936914064805,-1.4264663070538712,-1.2799824842723302
Kprime,0.027599999999999986,6.253428035630073,-1.4265659228381755,-1.2800960086844546
Kprime,0.028200000000000003,6.249919157195339,-1.4266655386224796,-1.2802095330965786
Kprime,0.028799999999999992,6.246410278760606,-1.4267651544067836,-1.2803230575087026
Kprime,0.02939999999999998,6.242901400325873,-1.426864770191088,-1.2804365819208268
Kprime,0.03,6.23939252189114,-1.426964385975392,-1.2805501063329507
Kprime,0.03059999999999999,6.2299975652203825,-1.4272441009482755,-1.2808688363074296
Kprime,0.031199999999999978,6.220602608549625,-1.4275238159211592,-1.2811875662819083
Kprime,0.031799999999999995,6.211207651878868,-1.4278035308940427,-1.2815062962563872
Kprime,0.032399999999999984,6.201812695208111,-1.4280832458669264,-1.2818250262308661
Kprime,0.033,6.192417738537353,-1.4283629608398098,-1.2821437562053446
Kprime,0.03359999999999999,6.183022781866596,-1.4286426758126933,-1.2824624861798235
Kprime,0.03419999999999998,6.1736278251958385,-1.428922390785577,-1.2827812161543024
Kprime,0.0348,6.164232868525081,-1.4292021057584605,-1.283099946128781
Kprime,0.03539999999999999,6.154837911854324,-1.429481820731344,-1.28341867610326
Kprime,0.036000000000000004,6.145442955183567,-1.4297615357042277,-1.283737406077739
Kprime,0.036599999999999994,6.13604799851281,-1.4300412506771112,-1.2840561360522176
Kprime,0.03719999999999998,6.126653041842053,-1.4303209656499947,-1.2843748660266963
Kprime,0.0378,6.117258085171295,-1.4306006806228784,-1.2846935960011752
Kprime,0.03839999999999999,6.107863128500538,-1.4308803955957619,-1.285012325975654
Kprime,0.03899999999999998,6.098468171829781,-1.4311601105686453,-1.2853310559501328
Kprime,0.039599999999999996,6.089073215159023,-1.431439825541529,-1.2856497859246117
Kprime,0.040199999999999986,6.079678258488267,-1.4317195405144125,-1.2859685158990906
Kprime,0.0408,6.0702833018175095,-1.431999255487296,-1.2862872458735692
Kprime,0.04139999999999999,6.060888345146752,-1.4322789704601797,-1.286605975848048
Kprime,0.04199999999999998,6.051493388475995,-1.4325586854330634,-1.2869247058225268
Kprime,0.0426,6.042098431805238,-1.432838400405947,-1.2872434357970057
Kprime,0.04319999999999999,6.032703475134481,-1.4331181153788304,-1.2875621657714844
Kprime,0.04379999999999998,6.023308518463724,-1.4333978303517139,-1.2878808957459633
Kprime,0.044399999999999995,6.0139135617929655,-1.4336775453245976,-1.288199625720442
Kprime,0.044999999999999984,6.004518605122208,-1.4339572602974808,-1.288518355694921
Kprime,0.0456,5.995123648451451,-1.4342369752703645,-1.2888370856693998
Kprime,0.04619999999999999,5.985728691780694,-1.4345166902432482,-1.2891558156438787
Kprime,0.04679999999999998,5.976333735109937,-1.4347964052161317,-1.2894745456183574
Kprime,0.0474,5.966938778439179,-1.4350761201890152,-1.289793275592836
Kprime,0.04799999999999999,5.957543821768422,-1.435355835161899,-1.290112005567315
Kprime,0.04859999999999998,5.948148865097665,-1.4356355501347824,-1.2904307355417939
Kprime,0.049199999999999994,5.938753908426907,-1.435915265107666,-1.2907494655162726
Kprime,0.04979999999999998,5.929358951756151,-1.4361949800805496,-1.2910681954907515
Kprime,0.0504,5.919963995085394,-1.436474695053433,-1.2913869254652302
Kprime,0.05099999999999999,5.9105690384146365,-1.4367544100263168,-1.291705655439709
Kprime,0.05159999999999998,5.9011740817438785,-1.4370341249992002,-1.2920243854141877
Kprime,0.052199999999999996,5.891779125073121,-1.4373138399720837,-1.2923431153886664
Kprime,0.052799999999999986,5.882384168402364,-1.4375935549449674,-1.2926618453631455
Kprime,0.0534,5.872989211731607,-1.437873269917851,-1.2929805753376242
Kprime,0.05399999999999999,5.86359425506085,-1.4381529848907344,-1.293299305312103
Kprime,0.05459999999999998,5.854199298390093,-1.438432699863618,-1.2936180352865818
Kprime,0.0552,5.844804341719335,-1.4387124148365016,-1.2939367652610607
Kprime,0.05579999999999999,5.835409385048578,-1.4389921298093853,-1.2942554952355394
Kprime,0.05639999999999998,5.826014428377821,-1.4392718447822688,-1.2945742252100183
Kprime,0.056999999999999995,5.816619471707064,-1.4395515597551523,-1.294892955184497
Kprime,0.057599999999999985,5.807224515036306,-1.439831274728036,-1.295211685158976
Kprime,0.0582,5.797829558365549,-1.4401109897009194,-1.2955304151334546
Kprime,0.05879999999999999,5.788434601694791,-1.440390704673803,-1.2958491451079335
Kprime,0.05939999999999998,5.779039645024034,-1.4406704196466866,-1.2961678750824122
Kprime,0.06,5.769644688353277,-1.4409501346195701,-1.296486605056891
Kprime,0.06059999999999999,5.756745583861405,-1.441374053243887,-1.2969687618737038
Kprime,0.06119999999999998,5.743846479369532,-1.441797971868204,-1.2974509186905168
Kprime,0.061799999999999994,5.730947374877659,-1.4422218904925208,-1.2979330755073295
Kprime,0.06239999999999998,5.718048270385786,-1.4426458091168377,-1.298415232324142
