# schema=VASPBERRY_BARE_MOMENTUM_KUBO_V2
# vaspberry_version=1.3.0
# normalization=STANDARD_MINUS_TWO_IM
# operator=WAVECAR_BARE_MOMENTUM_NO_PAW_NONLOCAL_VELOCITY
# berry_connection=A_i=i<u|d/dk_i u>
# occupation_weighting=NONE
# degeneracy_policy=SKIP_ABS_GAP_LE_MACHINE_EPSILON_eV
# migration=PRE_1.3_KUBO_CURVATURE_AND_CHERN_DIVIDE_BY_2
# index_base=1
# intermediate_bands=1:26
spin,k_index,band,kx_frac,ky_frac,kz_frac,energy_eV,omega_z_A2,min_gap_eV
1,46,17,-2.50000000000000000E-001, 2.50000000000000000E-001, 0.00000000000000000E+000,-1.88014153386822813E+000, 1.56238521242262762E+000, 1.10666042784675067E-001
1,47,17,-1.66666666666666075E-001, 2.50000000000000056E-001, 0.00000000000000000E+000,-2.10325256266065352E+000, 1.11677040601793864E+000, 9.71039652162355438E-002
1,48,17,-8.33333333333330373E-002, 2.50000000000000056E-001, 0.00000000000000000E+000,-2.24312132801245356E+000,-7.43813290658001591E+000, 7.04888723001997342E-002
1,49,17, 0.00000000000000000E+000, 3.33333333333333093E-001, 0.00000000000000000E+000,-2.35152055421052264E+000, 3.13358273131935405E+001, 1.49171379337786902E-006
1,50,17, 8.33333333333330373E-002, 3.33333333333333093E-001, 0.00000000000000000E+000,-2.24312129293834150E+000, 7.43774207915629226E+000, 7.04894401707472085E-002
1,51,17, 1.66666666666666963E-001, 3.33333333333333037E-001, 0.00000000000000000E+000,-2.18539652316090294E+000, 3.29054197657274416E+000, 7.69817983233256342E-002
1,52,17, 2.50000000000000000E-001, 3.33333333333333037E-001, 0.00000000000000000E+000,-2.24312205782560214E+000, 7.43775926959919964E+000, 7.04891006978862755E-002
1,53,17, 3.33333333333333037E-001, 3.33333333333333037E-001, 0.00000000000000000E+000,-2.35152168983929233E+000,-1.13460562388107419E+009, 2.16720774659506787E-009
1,54,17, 4.16666666666666963E-001, 3.33333333333333037E-001, 0.00000000000000000E+000,-2.10268209213730417E+000, 1.48666993786691348E-001, 8.77654966280867477E-002
1,55,17, 5.00000000000000000E-001, 3.33333333333333037E-001, 0.00000000000000000E+000,-1.85811561193765673E+000, 1.33695647056795264E+000, 1.06859824085985267E-001
