# k_index	kx_frac	ky_frac	kz_frac	source_k_weight	initial_first	initial_last	final_first	final_last	transition_eV	transition_min_eV	transition_max_eV	I_plus_A2	I_minus_A2	eta	eta_valid
3	0.0	0.0833333333333333	0.0	0.02	15	16	19	20	3.7426671540102197	3.742666402610942	3.742667905409497	1.1405267551615448	1.1404601023471261	2.9221042725096302e-05	True
3	0.0	0.0833333333333333	0.0	0.02	17	18	19	20	2.8216542846716646	2.821653701123636	2.8216548682196936	0.5451415964702133	0.5451274210303212	1.3001781821357621e-05	True
4	0.0	0.125	0.0	0.02	1	2	19	20	16.179880451013233	16.17987991889588	16.179880983130587	0.01439897997906636	0.01439846282239245	1.795842351265941e-05	True
4	0.0	0.125	0.0	0.02	3	4	19	20	15.171879360279725	15.171878829392174	15.171879891167277	0.00019830970059776427	0.00019831362402164245	nan	False
4	0.0	0.125	0.0	0.02	5	6	19	20	7.678558755691992	7.678558221220449	7.678559290163536	0.027530757818443132	0.027530605340287888	2.769240470941343e-06	True
4	0.0	0.125	0.0	0.02	7	8	19	20	5.299572656391119	5.299572110816227	5.29957320196601	0.24518577871197175	0.24518382311344958	3.988009278907988e-06	True
4	0.0	0.125	0.0	0.02	9	10	19	20	4.939229051142633	4.939228410591962	4.939229691693304	0.005081766191501901	0.005081833413990678	-6.61404338877164e-06	True
4	0.0	0.125	0.0	0.02	11	12	19	20	4.573146044910428	4.573145437283287	4.573146652537567	0.007051449905056681	0.007051570118986213	-8.523984886023608e-06	True
4	0.0	0.125	0.0	0.02	13	14	19	20	4.0747806046651665	4.074779898021472	4.07478131130886	0.04686339060308002	0.046864972687426606	-1.6879462001076968e-05	True
4	0.0	0.125	0.0	0.02	15	16	19	20	3.46259241813435	3.4625918261081154	3.4625930101605844	0.07510000935778367	0.0750983502827956	1.104589285823432e-05	True
4	0.0	0.125	0.0	0.02	17	18	19	20	2.668432363901786	2.668431833611565	2.668432894192007	1.7717785690069592	1.7717305215521644	1.355928644936173e-05	True
5	0.0	0.1666666666666667	0.0	0.02	1	2	19	20	15.809617553384289	15.809617008807267	15.80961809796131	0.016237188673661706	0.016236712167207113	1.467352065056213e-05	True
5	0.0	0.1666666666666667	0.0	0.02	3	4	19	20	14.880961653793896	14.880961110670146	14.880962196917647	8.493167057025541e-05	8.493193892691047e-05	nan	False
5	0.0	0.1666666666666667	0.0	0.02	5	6	19	20	7.303870531322829	7.303869980714733	7.303871081930925	0.033804496966129596	0.03380514971287948	-9.654639270339988e-06	True
5	0.0	0.1666666666666667	0.0	0.02	7	8	19	20	5.3855881478680665	5.385587579457399	5.385588716278734	0.3171659877405122	0.3171648515696116	1.7911330021725173e-06	True
5	0.0	0.1666666666666667	0.0	0.02	9	10	19	20	5.043864093203123	5.043863468768853	5.043864717637392	0.0006398496250261303	0.0006398870947284881	nan	False
