# k_index	kx_frac	ky_frac	kz_frac	source_k_weight	photon_eV	I_plus_A2_per_eV	I_minus_A2_per_eV	eta	eta_valid
1	0.0	0.0	0.0	0.02	2.23	0.717682362687993	0.717682205503823	1.0950818593161566e-07	True
1	0.0	0.0	0.0	0.02	2.24	1.04744235409834	1.047442128913799	1.0749258149554989e-07	True
1	0.0	0.0	0.0	0.02	2.25	1.4748913185418449	1.4748910090626526	1.0491594222968112e-07	True
1	0.0	0.0	0.0	0.02	2.26	2.005917949215573	2.005917541400271	1.0165304707198866e-07	True
1	0.0	0.0	0.0	0.02	2.27	2.638660554336264	2.638660039427307	9.757014902869756e-08	True
1	0.0	0.0	0.0	0.02	2.2800000000000002	3.3625618139330955	3.362561191611715	9.253680269296096e-08	True
1	0.0	0.0	0.0	0.02	2.29	4.158802409331322	4.158801690319311	8.644460629444018e-08	True
1	0.0	0.0	0.0	0.02	2.3	5.001970223932773	5.001969431295493	7.923251305833062e-08	True
1	0.0	0.0	0.0	0.02	2.31	5.862358044319851	5.862357212856841	7.091541177797874e-08	True
1	0.0	0.0	0.0	0.02	2.3200000000000003	6.708037096850561	6.708036270301574	6.160886012293556e-08	True
1	0.0	0.0	0.0	0.02	2.33	7.506003500243519	7.5060027265245965	5.1540008112238966e-08	True
1	0.0	0.0	0.0	0.02	2.34	8.222244605846136	8.222243931035674	4.103566129272419e-08	True
1	0.0	0.0	0.0	0.02	2.35	8.821305789997558	8.82130525216502	3.0484860564672516e-08	True
1	0.0	0.0	0.0	0.02	2.3600000000000003	9.266487897072523	9.266487521158682	2.0283512604801825e-08	True
1	0.0	0.0	0.0	0.02	2.37	9.521827643469479	9.521827438236947	1.0776950671148285e-08	True
1	0.0	0.0	0.0	0.02	2.38	9.55638533872014	9.556385296340924	2.217324604038062e-09	True
1	0.0	0.0	0.0	0.02	2.39	9.350289594186675	9.350289692445529	-5.254321376469976e-09	True
1	0.0	0.0	0.0	0.02	2.4000000000000004	8.900933538641258	8.900933745173875	-1.1601738935239444e-08	True
1	0.0	0.0	0.0	0.02	2.41	8.227195632338075	8.227195909940058	-1.687099651038731e-08	True
1	0.0	0.0	0.0	0.02	2.42	7.369873182268757	7.36987349419152	-2.116201655435599e-08	True
1	0.0	0.0	0.0	0.02	2.4299999999999997	6.387596631590329	6.387596945886707	-2.460208343227305e-08	True
1	0.0	0.0	0.0	0.02	2.44	5.348917149930057	5.34891744225343	-2.7325471346593583e-08	True
1	0.0	0.0	0.0	0.02	2.45	4.322459289363993	4.322459544044108	-2.946009327872743e-08	True
1	0.0	0.0	0.0	0.02	2.46	3.3675510057124964	3.3675512153101725	-3.1120192274118415e-08	True
1	0.0	0.0	0.0	0.02	2.4699999999999998	2.5274404586958115	2.5274406224912163	-3.2403414079246585e-08	True
1	0.0	0.0	0.0	0.02	2.48	1.8262776124381372	1.8262777343993546	-3.3390655518233515e-08	True
1	0.0	0.0	0.0	0.02	2.49	1.2698868885078587	1.269886975234624	-3.414743594417665e-08	True
1	0.0	0.0	0.0	0.02	2.5	0.8494058074291748	0.849405866422012	-3.472594289223155e-08	True
1	0.0	0.0	0.0	0.02	2.5100000000000002	0.5463784450718361	0.5463784835010731	-3.516723253815466e-08	True
1	0.0	0.0	0.0	0.02	2.52	0.33791302209684076	0.3379130460909002	-3.5503305644689956e-08	True
1	0.0	0.0	0.0	0.02	2.5300000000000002	0.20089841795368477	0.20089843232151144	-3.575893307418115e-08	True
1	0.0	0.0	0.0	0.02	2.54	0.1148028598163752	0.11480286807143314	-3.595318818356267e-08	True
1	0.0	0.0	0.0	0.02	2.55	0.06305087299969718	0.06305087755205867	-3.6100700171539144e-08	True
1	0.0	0.0	0.0	0.02	2.56	0.03327817034326159	0.03327817275344353	-3.621265578566232e-08	True
1	0.0	0.0	0.0	0.02	2.57	0.01687847409948175	0.016878475324777684	nan	False
1	0.0	0.0	0.0	0.02	2.58	0.00822609441678663	0.008226095015021244	nan	False
1	0.0	0.0	0.0	0.02	2.59	0.0038523595658966664	0.0038523598464320352	nan	False
1	0.0	0.0	0.0	0.02	2.6	0.0017334919240038456	0.0017334920503680438	nan	False
1	0.0	0.0	0.0	0.02	2.61	0.0007494981514725234	0.0007494982061498259	nan	False
1	0.0	0.0	0.0	0.02	2.62	0.000311362904538648	0.00031136292726640497	nan	False
1	0.0	0.0	0.0	0.02	2.63	0.00012428137565675783	0.00012428138473261272	nan	False
1	0.0	0.0	0.0	0.02	2.64	4.766334986828983e-05	4.7663353350150064e-05	nan	False
1	0.0	0.0	0.0	0.02	2.65	1.7563040813961732e-05	1.7563042097286426e-05	nan	False
1	0.0	0.0	0.0	0.02	2.66	6.217981974133971e-06	6.217982428566925e-06	nan	False
1	0.0	0.0	0.0	0.02	2.67	2.1151066361392253e-06	2.1151067907420883e-06	nan	False
1	0.0	0.0	0.0	0.02	2.68	6.912689470737801e-07	6.912689976098535e-07	nan	False
1	0.0	0.0	0.0	0.02	2.69	2.170670530735101e-07	2.1706706895334538e-07	nan	False
1	0.0	0.0	0.0	0.02	2.7	6.549143237483686e-08	6.549143720159876e-08	nan	False
1	0.0	0.0	0.0	0.02	2.71	1.8991980664645964e-08	1.8991982190050245e-08	nan	False
1	0.0	0.0	0.0	0.02	2.72	5.316507740935344e-09	5.316508596738632e-09	nan	False
1	0.0	0.0	0.0	0.02	2.73	1.512689366480234e-09	1.5126910094792764e-09	nan	False
1	0.0	0.0	0.0	0.02	2.74	6.773350745414768e-10	6.773399545002e-10	nan	False
1	0.0	0.0	0.0	0.02	2.75	1.0589638850695449e-09	1.0589785918731155e-09	nan	False
1	0.0	0.0	0.0	0.02	2.7600000000000002	2.9154236382390685e-09	2.9154664197725893e-09	nan	False
1	0.0	0.0	0.0	0.02	2.77	8.369419849353475e-09	8.369539466914688e-09	nan	False
1	0.0	0.0	0.0	0.02	2.7800000000000002	2.3438282420606652e-08	2.3438603776677165e-08	nan	False
1	0.0	0.0	0.0	0.02	2.79	6.378697860407182e-08	6.37878081155888e-08	nan	False
1	0.0	0.0	0.0	0.02	2.8000000000000003	1.6896451048572236e-07	1.689665678276794e-07	nan	False
1	0.0	0.0	0.0	0.02	2.81	4.364888909580839e-07	4.364937937668232e-07	nan	False
1	0.0	0.0	0.0	0.02	2.82	1.101672103654082e-06	1.101683330200438e-06	nan	False
1	0.0	0.0	0.0	0.02	2.83	2.7205080346335812e-06	2.720532736010585e-06	nan	False
1	0.0	0.0	0.0	0.02	2.84	6.57858690334838e-06	6.5786391290684605e-06	nan	False
1	0.0	0.0	0.0	0.02	2.85	1.5579882191273437e-05	1.557998830097898e-05	nan	False
