k_index,q1,q2,q3,path_inv_A,band,energy_eV
6,0.2638888888888889,0.5277777777777778,0.0,0.27514667284054245,15,-3.2019919979016005
6,0.2638888888888889,0.5277777777777778,0.0,0.27514667284054245,16,-3.197477529872803
6,0.2638888888888889,0.5277777777777778,0.0,0.27514667284054245,17,-1.7793033411600216
6,0.2638888888888889,0.5277777777777778,0.0,0.27514667284054245,18,-1.663125084291118
6,0.2638888888888889,0.5277777777777778,0.0,0.27514667284054245,19,0.713137073011143
6,0.2638888888888889,0.5277777777777778,0.0,0.27514667284054245,20,0.7287779620505457
6,0.2638888888888889,0.5277777777777778,0.0,0.27514667284054245,21,1.503421076934576
6,0.2638888888888889,0.5277777777777778,0.0,0.27514667284054245,22,1.6004569521196097
6,0.2638888888888889,0.5277777777777778,0.0,0.27514667284054245,23,1.6350401208045837
6,0.2638888888888889,0.5277777777777778,0.0,0.27514667284054245,24,1.6441613546910738
6,0.2638888888888889,0.5277777777777778,0.0,0.27514667284054245,25,3.1688150743072754
6,0.2638888888888889,0.5277777777777778,0.0,0.27514667284054245,26,3.222006571338866
7,0.25,0.5,0.0,0.33017600740865094,1,-13.571696578091233
7,0.25,0.5,0.0,0.33017600740865094,2,-13.549767397055287
7,0.25,0.5,0.0,0.33017600740865094,3,-13.33417369189439
7,0.25,0.5,0.0,0.33017600740865094,4,-13.3315321913984
7,0.25,0.5,0.0,0.33017600740865094,5,-6.397020108645664
7,0.25,0.5,0.0,0.33017600740865094,6,-6.392648907954703
7,0.25,0.5,0.0,0.33017600740865094,7,-6.185966373035564
7,0.25,0.5,0.0,0.33017600740865094,8,-6.174835295014974
7,0.25,0.5,0.0,0.33017600740865094,9,-4.926147578755897
7,0.25,0.5,0.0,0.33017600740865094,10,-4.916242219847199
7,0.25,0.5,0.0,0.33017600740865094,11,-4.615436099986011
7,0.25,0.5,0.0,0.33017600740865094,12,-4.594962177643344
7,0.25,0.5,0.0,0.33017600740865094,13,-4.244421674903039
7,0.25,0.5,0.0,0.33017600740865094,14,-4.2032647096021964
7,0.25,0.5,0.0,0.33017600740865094,15,-3.0817324403947097
7,0.25,0.5,0.0,0.33017600740865094,16,-3.072246354895679
7,0.25,0.5,0.0,0.33017600740865094,17,-1.8801390726972418
7,0.25,0.5,0.0,0.33017600740865094,18,-1.7694729868248247
7,0.25,0.5,0.0,0.33017600740865094,19,0.752164683482627
7,0.25,0.5,0.0,0.33017600740865094,20,0.7534320345164676
7,0.25,0.5,0.0,0.33017600740865094,21,1.384193199310563
7,0.25,0.5,0.0,0.33017600740865094,22,1.4889619964068348
7,0.25,0.5,0.0,0.33017600740865094,23,1.6067954334492653
7,0.25,0.5,0.0,0.33017600740865094,24,1.6187368664369837
7,0.25,0.5,0.0,0.33017600740865094,25,3.1067488314947136
7,0.25,0.5,0.0,0.33017600740865094,26,3.146581976615475
8,0.2361111111111111,0.4722222222222222,0.0,0.3852053419767595,1,-13.67856447660046
8,0.2361111111111111,0.4722222222222222,0.0,0.3852053419767595,2,-13.659384789753279
8,0.2361111111111111,0.4722222222222222,0.0,0.3852053419767595,3,-13.390628661078225
8,0.2361111111111111,0.4722222222222222,0.0,0.3852053419767595,4,-13.388271621640293
8,0.2361111111111111,0.4722222222222222,0.0,0.3852053419767595,5,-6.3959906290262865
8,0.2361111111111111,0.4722222222222222,0.0,0.3852053419767595,6,-6.395125276879719
8,0.2361111111111111,0.4722222222222222,0.0,0.3852053419767595,7,-6.013557785198909
8,0.2361111111111111,0.4722222222222222,0.0,0.3852053419767595,8,-6.00084087057828
8,0.2361111111111111,0.4722222222222222,0.0,0.3852053419767595,9,-4.936157833596354
8,0.2361111111111111,0.4722222222222222,0.0,0.3852053419767595,10,-4.925651887490801
8,0.2361111111111111,0.4722222222222222,0.0,0.3852053419767595,11,-4.6553217936495574
8,0.2361111111111111,0.4722222222222222,0.0,0.3852053419767595,12,-4.634685444153918
8,0.2361111111111111,0.4722222222222222,0.0,0.3852053419767595,13,-4.047643235502591
8,0.2361111111111111,0.4722222222222222,0.0,0.3852053419767595,14,-3.999861579714612
8,0.2361111111111111,0.4722222222222222,0.0,0.3852053419767595,15,-2.9617802896711933
8,0.2361111111111111,0.4722222222222222,0.0,0.3852053419767595,16,-2.947750571850691
8,0.2361111111111111,0.4722222222222222,0.0,0.3852053419767595,17,-1.9702831957680385
8,0.2361111111111111,0.4722222222222222,0.0,0.3852053419767595,18,-1.8641534138620424
8,0.2361111111111111,0.4722222222222222,0.0,0.3852053419767595,19,0.7187245607179775
8,0.2361111111111111,0.4722222222222222,0.0,0.3852053419767595,20,0.7445598744355342
8,0.2361111111111111,0.4722222222222222,0.0,0.3852053419767595,21,1.2934837600885425
8,0.2361111111111111,0.4722222222222222,0.0,0.3852053419767595,22,1.3608387422547081
8,0.2361111111111111,0.4722222222222222,0.0,0.3852053419767595,23,1.589269373983207
8,0.2361111111111111,0.4722222222222222,0.0,0.3852053419767595,24,1.591701625015527
8,0.2361111111111111,0.4722222222222222,0.0,0.3852053419767595,25,3.049154841425882
8,0.2361111111111111,0.4722222222222222,0.0,0.3852053419767595,26,3.0738338691138645
9,0.2222222222222222,0.4444444444444445,0.0,0.4402346765448678,1,-13.798341105912488
9,0.2222222222222222,0.4444444444444445,0.0,0.4402346765448678,2,-13.78190339747503
