# schema=VASPBERRY_BARE_MOMENTUM_KUBO_V2
# vaspberry_version=1.3.0
# normalization=STANDARD_MINUS_TWO_IM
# operator=WAVECAR_BARE_MOMENTUM_NO_PAW_NONLOCAL_VELOCITY
# berry_connection=A_i=i<u|d/dk_i u>
# occupation_weighting=NONE
# degeneracy_policy=SKIP_ABS_GAP_LE_MACHINE_EPSILON_eV
# migration=PRE_1.3_KUBO_CURVATURE_AND_CHERN_DIVIDE_BY_2
# index_base=1
# intermediate_bands=1:32
spin,k_index,band,kx_frac,ky_frac,kz_frac,energy_eV,omega_z_A2,min_gap_eV
1,16,18, 1.15940869565217375E-001, 2.31884173913043501E-001, 0.00000000000000000E+000,-1.88307661622886835E+000, 5.14272790939717117E-001, 2.16049890979967962E-002
1,17,18, 1.01448260869565210E-001, 2.02898652173913063E-001, 0.00000000000000000E+000,-1.78821459243574354E+000,-5.09380589057822422E-002, 1.21424104510066133E-002
1,18,18, 8.69556521739130450E-002, 1.73913130434782626E-001, 0.00000000000000000E+000,-1.70628189629671589E+000,-2.26004501636402316E-001, 6.13589477256804017E-003
1,19,18, 7.24630434782608801E-002, 1.44927608695652244E-001, 0.00000000000000000E+000,-1.64248985808997383E+000,-2.11133640283128948E-001, 2.70853720988761815E-003
1,20,18, 5.79704347826086597E-002, 1.15942086956521750E-001, 0.00000000000000000E+000,-1.59696815743004383E+000,-1.37147109284307789E-001, 9.99313849680216748E-004
1,21,18, 4.34778260869564948E-002, 8.69565652173913683E-002, 0.00000000000000000E+000,-1.56703832600122883E+000,-6.87600043863732108E-002, 2.86589226605515890E-004
1,22,18, 2.89852173913043298E-002, 5.79710434782608752E-002, 0.00000000000000000E+000,-1.54903917663246093E+000,-2.74729447724391986E-002, 5.54154495915337719E-005
1,23,18, 1.44926086956521649E-002, 2.89855217391304931E-002, 0.00000000000000000E+000,-1.53969580131375650E+000,-1.17761819787183079E-002, 4.66699182610774699E-006
1,24,18, 0.00000000000000000E+000, 0.00000000000000000E+000, 0.00000000000000000E+000,-1.53683372143825681E+000, 5.57572169991349438E+004, 3.13766257420411421E-009
1,25,18, 0.00000000000000000E+000, 0.00000000000000000E+000, 0.00000000000000000E+000,-1.53683372147319997E+000,-2.48926609488503618E+003, 3.12264702984066389E-009
