k_index,q1,q2,q3,distance_inv_A,band_id,energy_eV
12,0.055,0.0,0.0,0.09092053110710904,6,-3.2888577742133083
12,0.055,0.0,0.0,0.09092053110710904,7,-1.8482950461745897
12,0.055,0.0,0.0,0.09092053110710904,8,-1.8482945068554046
12,0.055,0.0,0.0,0.09092053110710904,9,-1.3329875323073124
12,0.055,0.0,0.0,0.09092053110710904,10,-1.3329866190473778
12,0.055,0.0,0.0,0.09092053110710904,11,-0.6871221542918671
12,0.055,0.0,0.0,0.09092053110710904,12,-0.687121737219592
12,0.055,0.0,0.0,0.09092053110710904,13,0.4775871744397448
12,0.055,0.0,0.0,0.09092053110710904,14,0.47758785790215086
12,0.055,0.0,0.0,0.09092053110710904,15,1.5070273716302298
12,0.055,0.0,0.0,0.09092053110710904,16,1.5070275857820703
13,0.06,0.0,0.0,0.09918603393502805,1,-13.625862595427687
13,0.06,0.0,0.0,0.09918603393502805,2,-13.625862300999763
13,0.06,0.0,0.0,0.09918603393502805,3,-9.90726805026637
13,0.06,0.0,0.0,0.09918603393502805,4,-9.907267728785694
13,0.06,0.0,0.0,0.09918603393502805,5,-3.298743785980992
13,0.06,0.0,0.0,0.09918603393502805,6,-3.2987429982410656
13,0.06,0.0,0.0,0.09918603393502805,7,-1.8892719212929296
13,0.06,0.0,0.0,0.09918603393502805,8,-1.8892713508349321
13,0.06,0.0,0.0,0.09918603393502805,9,-1.3385341726138429
13,0.06,0.0,0.0,0.09918603393502805,10,-1.3385332407665025
13,0.06,0.0,0.0,0.09918603393502805,11,-0.6616646620983861
13,0.06,0.0,0.0,0.09918603393502805,12,-0.6616641919399816
13,0.06,0.0,0.0,0.09918603393502805,13,0.49294231227795454
13,0.06,0.0,0.0,0.09918603393502805,14,0.49294299899010763
13,0.06,0.0,0.0,0.09918603393502805,15,1.4956607067792287
13,0.06,0.0,0.0,0.09918603393502805,16,1.49566093298531
14,0.065,0.0,0.0,0.10745153676294705,1,-13.620664902216017
14,0.065,0.0,0.0,0.10745153676294705,2,-13.620664597733406
14,0.065,0.0,0.0,0.10745153676294705,3,-9.909539200147497
14,0.065,0.0,0.0,0.10745153676294705,4,-9.909538867912577
14,0.065,0.0,0.0,0.10745153676294705,5,-3.309571013443362
14,0.065,0.0,0.0,0.10745153676294705,6,-3.3095702199303436
14,0.065,0.0,0.0,0.10745153676294705,7,-1.930097379926841
14,0.065,0.0,0.0,0.10745153676294705,8,-1.930096778134131
14,0.065,0.0,0.0,0.10745153676294705,9,-1.3454270926465142
14,0.065,0.0,0.0,0.10745153676294705,10,-1.3454261568753052
14,0.065,0.0,0.0,0.10745153676294705,11,-0.6368724715938971
14,0.065,0.0,0.0,0.10745153676294705,12,-0.6368719539923025
14,0.065,0.0,0.0,0.10745153676294705,13,0.5092495571845796
14,0.065,0.0,0.0,0.10745153676294705,14,0.5092502359588468
14,0.065,0.0,0.0,0.10745153676294705,15,1.4841310340626441
14,0.065,0.0,0.0,0.10745153676294705,16,1.4841312735242072
15,0.07,0.0,0.0,0.11571703959086606,1,-13.615050695122418
15,0.07,0.0,0.0,0.11571703959086606,2,-13.615050383550406
15,0.07,0.0,0.0,0.11571703959086606,3,-9.912017496595046
15,0.07,0.0,0.0,0.11571703959086606,4,-9.912017156883886
15,0.07,0.0,0.0,0.11571703959086606,5,-3.3213531202858624
15,0.07,0.0,0.0,0.11571703959086606,6,-3.3213523310572994
15,0.07,0.0,0.0,0.11571703959086606,7,-1.9706554983428513
15,0.07,0.0,0.0,0.11571703959086606,8,-1.9706548653450697
15,0.07,0.0,0.0,0.11571703959086606,9,-1.3534749635001662
15,0.07,0.0,0.0,0.11571703959086606,10,-1.3534740376393322
